Season,Week,GameStatus,Day,Date,AwayTeam,AwayRecord,AwayScore,AwayWin,HomeTeam,HomeRecord,HomeScore,HomeWin,AwaySeeding,HomeSeeding,PostSeason
2024,Week 13,FINAL,SUN,12/01,Texans,1-0,23,1.0,Jaguars,0-1,20,0.0,,,0
2024,Week 13,FINAL,SUN,12/01,Cardinals,0-1,22,0.0,Vikings,1-0,23,1.0,,,0
2024,Week 13,FINAL,SUN,12/01,Colts,0-1,25,1.0,Patriots,1-0,24,0.0,,,0
2024,Week 13,FINAL,SUN,12/01,Seahawks,1-0,26,1.0,Jets,0-1,21,0.0,,,0
2024,Week 13,FINAL,SUN,12/01,Titans,0-1,19,0.0,Commanders,0-1,42,1.0,,,0
2024,Week 13,FINAL,SUN,12/01,Buccaneers,1-0,26,1.0,Panthers,0-1,23,0.0,,,0
2024,Week 13,FINAL,SUN,12/01,Rams,0-1,21,1.0,Saints,1-0,14,0.0,,,0
2024,Week 13,FINAL,SUN,12/01,Eagles,1-0,24,1.0,Ravens,0-1,19,0.0,,,0
2024,Week 13,FINAL,SUN,12/01,49ers,1-0,10,0.0,Bills,1-0,35,1.0,,,0
2024,Week 13,FINAL,MON,12/02,Browns,0-1,32,0.0,Broncos,0-1,41,1.0,,,0
2024,Week 14,FINAL,THU,12/05,Packers,0-1,31,0.0,Lions,1-0,34,1.0,,,0
2024,Week 14,FINAL,SUN,12/08,Jets,0-1,26,0.0,Dolphins,1-0,32,1.0,,,0
2024,Week 14,FINAL,SUN,12/08,Falcons,0-1,21,0.0,Vikings,1-0,42,1.0,,,0
2024,Week 14,FINAL,SUN,12/08,Saints,1-0,14,1.0,Giants,0-1,11,0.0,,,0
2024,Week 14,FINAL,SUN,12/08,Panthers,0-1,16,0.0,Eagles,1-0,22,1.0,,,0
2024,Week 14,FINAL,SUN,12/08,Browns,0-1,14,0.0,Steelers,1-0,27,1.0,,,0
2024,Week 14,FINAL,SUN,12/08,Raiders,0-1,13,0.0,Buccaneers,1-0,28,1.0,,,0
2024,Week 14,FINAL,SUN,12/08,Jaguars,0-1,10,1.0,Titans,0-1,6,0.0,,,0
2024,Week 14,FINAL,SUN,12/08,Seahawks,1-0,30,1.0,Cardinals,0-1,18,0.0,,,0
2024,Week 14,FINAL,SUN,12/08,Bills,1-0,42,0.0,Rams,0-1,44,1.0,,,0
2024,Week 14,FINAL,SUN,12/08,Bears,1-0,13,0.0,49ers,1-0,38,1.0,,,0
2024,Week 14,FINAL,SUN,12/08,Chargers,1-0,17,0.0,Chiefs,1-0,19,1.0,,,0
2024,Week 14,FINAL,MON,12/09,Bengals,0-1,27,1.0,Cowboys,1-0,20,0.0,,,0
2024,Week 14,BYE,,,Texans,10-7,,,,,,,,,0
2024,Week 14,BYE,,,Commanders,12-5,,,,,,,,,0
2024,Week 14,BYE,,,Ravens,12-5,,,,,,,,,0
2024,Week 14,BYE,,,Patriots,4-13,,,,,,,,,0
2024,Week 14,BYE,,,Broncos,10-7,,,,,,,,,0
2024,Week 14,BYE,,,Colts,8-9,,,,,,,,,0
2024,Week 15,FINAL,THU,12/12,Rams,0-1,12,1.0,49ers,1-0,6,0.0,,,0
2024,Week 15,FINAL,SUN,12/15,Cowboys,1-0,30,1.0,Panthers,0-1,14,0.0,,,0
2024,Week 15,FINAL,SUN,12/15,Chiefs,1-0,21,1.0,Browns,0-1,7,0.0,,,0
2024,Week 15,FINAL,SUN,12/15,Dolphins,1-0,12,0.0,Texans,1-0,20,1.0,,,0
2024,Week 15,FINAL,SUN,12/15,Jets,0-1,32,1.0,Jaguars,0-1,25,0.0,,,0
2024,Week 15,FINAL,SUN,12/15,Commanders,0-1,20,1.0,Saints,1-0,19,0.0,,,0
2024,Week 15,FINAL,SUN,12/15,Ravens,0-1,35,1.0,Giants,0-1,14,0.0,,,0
2024,Week 15,FINAL,SUN,12/15,Bengals,0-1,37,1.0,Titans,0-1,27,0.0,,,0
2024,Week 15,FINAL,SUN,12/15,Patriots,1-0,17,0.0,Cardinals,0-1,30,1.0,,,0
2024,Week 15,FINAL,SUN,12/15,Colts,0-1,13,0.0,Broncos,0-1,31,1.0,,,0
2024,Week 15,FINAL,SUN,12/15,Bills,1-0,48,1.0,Lions,1-0,42,0.0,,,0
2024,Week 15,FINAL,SUN,12/15,Buccaneers,1-0,40,1.0,Chargers,1-0,17,0.0,,,0
2024,Week 15,FINAL,SUN,12/15,Steelers,1-0,13,0.0,Eagles,1-0,27,1.0,,,0
2024,Week 15,FINAL,SUN,12/15,Packers,0-1,30,1.0,Seahawks,1-0,13,0.0,,,0
2024,Week 15,FINAL,MON,12/16,Bears,1-0,12,0.0,Vikings,1-0,30,1.0,,,0
2024,Week 15,FINAL,MON,12/16,Falcons,0-1,15,1.0,Raiders,0-1,9,0.0,,,0
2024,Week 16,FINAL,THU,12/19,Broncos,0-1,27,0.0,Chargers,1-0,34,1.0,,,0
2024,Week 16,FINAL,SAT,12/21,Texans,1-0,19,0.0,Chiefs,1-0,27,1.0,,,0
2024,Week 16,FINAL,SAT,12/21,Steelers,1-0,17,0.0,Ravens,0-1,34,1.0,,,0
2024,Week 16,FINAL,SUN,12/22,Giants,0-1,7,0.0,Falcons,0-1,34,1.0,,,0
2024,Week 16,FINAL,SUN,12/22,Cardinals,0-1,30,0.0,Panthers,0-1,36,1.0,,,0
2024,Week 16,FINAL,SUN,12/22,Lions,1-0,34,1.0,Bears,1-0,17,0.0,,,0
2024,Week 16,FINAL,SUN,12/22,Titans,0-1,30,0.0,Colts,0-1,38,1.0,,,0
2024,Week 16,FINAL,SUN,12/22,Rams,0-1,19,1.0,Jets,0-1,9,0.0,,,0
2024,Week 16,FINAL,SUN,12/22,Eagles,1-0,33,0.0,Commanders,0-1,36,1.0,,,0
2024,Week 16,FINAL,SUN,12/22,Browns,0-1,6,0.0,Bengals,0-1,24,1.0,,,0
2024,Week 16,FINAL,SUN,12/22,Vikings,1-0,27,1.0,Seahawks,1-0,24,0.0,,,0
2024,Week 16,FINAL,SUN,12/22,Patriots,1-0,21,0.0,Bills,1-0,24,1.0,,,0
2024,Week 16,FINAL,SUN,12/22,Jaguars,0-1,14,0.0,Raiders,0-1,19,1.0,,,0
2024,Week 16,FINAL,SUN,12/22,49ers,1-0,17,0.0,Dolphins,1-0,29,1.0,,,0
2024,Week 16,FINAL,SUN,12/22,Buccaneers,1-0,24,0.0,Cowboys,1-0,26,1.0,,,0
2024,Week 16,FINAL,MON,12/23,Saints,1-0,0,0.0,Packers,0-1,34,1.0,,,0
2024,Week 17,FINAL,WED,12/25,Chiefs,1-0,29,1.0,Steelers,1-0,10,0.0,,,0
2024,Week 17,FINAL,WED,12/25,Ravens,0-1,31,1.0,Texans,1-0,2,0.0,,,0
2024,Week 17,FINAL,THU,12/26,Seahawks,1-0,6,1.0,Bears,1-0,3,0.0,,,0
2024,Week 17,FINAL,SAT,12/28,Chargers,1-0,40,1.0,Patriots,1-0,7,0.0,,,0
2024,Week 17,FINAL,SAT,12/28,Broncos,0-1,24,0.0,Bengals,0-1,30,1.0,,,0
2024,Week 17,FINAL,SAT,12/28,Cardinals,0-1,9,0.0,Rams,0-1,13,1.0,,,0
2024,Week 17,FINAL,SUN,12/29,Colts,0-1,33,0.0,Giants,0-1,45,1.0,,,0
2024,Week 17,FINAL,SUN,12/29,Jets,0-1,14,0.0,Bills,1-0,40,1.0,,,0
2024,Week 17,FINAL,SUN,12/29,Titans,0-1,13,0.0,Jaguars,0-1,20,1.0,,,0
2024,Week 17,FINAL,SUN,12/29,Raiders,0-1,25,1.0,Saints,1-0,10,0.0,,,0
2024,Week 17,FINAL,SUN,12/29,Panthers,0-1,14,0.0,Buccaneers,1-0,48,1.0,,,0
2024,Week 17,FINAL,SUN,12/29,Cowboys,1-0,7,0.0,Eagles,1-0,41,1.0,,,0
2024,Week 17,FINAL,SUN,12/29,Dolphins,1-0,20,1.0,Browns,0-1,3,0.0,,,0
2024,Week 17,FINAL,SUN,12/29,Packers,0-1,25,0.0,Vikings,1-0,27,1.0,,,0
2024,Week 17,FINAL,SUN,12/29,Falcons,0-1,24,0.0,Commanders,0-1,30,1.0,,,0
2024,Week 17,FINAL,MON,12/30,Lions,1-0,40,1.0,49ers,1-0,34,0.0,,,0
2024,Week 18,FINAL,SAT,01/04,Browns,0-1,10,0.0,Ravens,0-1,35,1.0,,,0
2024,Week 18,FINAL,SAT,01/04,Bengals,0-1,19,1.0,Steelers,1-0,17,0.0,,,0
2024,Week 18,FINAL,SUN,01/05,Panthers,0-1,44,1.0,Falcons,0-1,38,0.0,,,0
2024,Week 18,FINAL,SUN,01/05,Commanders,0-1,23,1.0,Cowboys,1-0,19,0.0,,,0
2024,Week 18,FINAL,SUN,01/05,Bears,1-0,24,1.0,Packers,0-1,22,0.0,,,0
2024,Week 18,FINAL,SUN,01/05,Jaguars,0-1,23,0.0,Colts,0-1,26,1.0,,,0
2024,Week 18,FINAL,SUN,01/05,Bills,1-0,16,0.0,Patriots,1-0,23,1.0,,,0
2024,Week 18,FINAL,SUN,01/05,Giants,0-1,13,0.0,Eagles,1-0,20,1.0,,,0
2024,Week 18,FINAL,SUN,01/05,Saints,1-0,19,0.0,Buccaneers,1-0,27,1.0,,,0
2024,Week 18,FINAL,SUN,01/05,Texans,1-0,23,1.0,Titans,0-1,14,0.0,,,0
2024,Week 18,FINAL,SUN,01/05,49ers,1-0,24,0.0,Cardinals,0-1,47,1.0,,,0
2024,Week 18,FINAL,SUN,01/05,Chiefs,1-0,0,0.0,Broncos,0-1,38,1.0,,,0
2024,Week 18,FINAL,SUN,01/05,Seahawks,1-0,30,1.0,Rams,0-1,25,0.0,,,0
2024,Week 18,FINAL,SUN,01/05,Chargers,1-0,34,1.0,Raiders,0-1,20,0.0,,,0
2024,Week 18,FINAL,SUN,01/05,Dolphins,1-0,20,0.0,Jets,0-1,32,1.0,,,0
2024,Week 18,FINAL,SUN,01/05,Vikings,1-0,9,0.0,Lions,1-0,31,1.0,,,0
2024,Wild Card Weekend,FINAL,SAT,01/11,Chargers,11-6,12,0.0,Texans,10-7,32,1.0,5,4,1
2024,Wild Card Weekend,FINAL,SAT,01/11,Steelers,10-7,14,0.0,Ravens,12-5,28,1.0,6,3,1
2024,Wild Card Weekend,FINAL,SUN,01/12,Broncos,10-7,7,0.0,Bills,13-4,31,1.0,7,2,1
2024,Wild Card Weekend,FINAL,SUN,01/12,Packers,11-6,10,0.0,Eagles,14-3,22,1.0,7,2,1
2024,Wild Card Weekend,FINAL,SUN,01/12,Commanders,12-5,23,1.0,Buccaneers,10-7,20,0.0,6,3,1
2024,Wild Card Weekend,FINAL,MON,01/13,Vikings,14-3,9,0.0,Rams,10-7,27,1.0,5,4,1
2024,Divisional Playoffs,UPCOMING,SAT,01/18,Texans,10-7,0,0.0,Chiefs,15-2,0,0.0,4,1,1
2024,Divisional Playoffs,UPCOMING,SAT,01/18,Commanders,12-5,0,0.0,Lions,15-2,0,0.0,6,1,1
2024,Divisional Playoffs,UPCOMING,SUN,01/19,Rams,10-7,0,0.0,Eagles,14-3,0,0.0,4,2,1
2024,Divisional Playoffs,UPCOMING,SUN,01/19,Ravens,12-5,0,0.0,Bills,13-4,0,0.0,3,2,1
